MARCA,MODELO,CODIGO_INFORME_TECNICO,FECHA_HOML,FOOT_PRINT_MT2,AÑO,TIPO_LDV,CATEGORIA_PROPULSION,RUT,IMP_COD,EMIS_NORMA,CATEGORIA_VH,PESO_BRUTO_VH_KG,TRANSMISION,EMIS_CO2_EQUIV,REND_EQUIV_KML,N2O_GKM,MP_GKM,NP,HCHO_MGKM,HC_GKM,HC_NOX_GKM,HCNM_GKM,NMOG_NOX_GKM,NOX_GKM,NMOG_GKM,CO_GKM
jaguar,"f-type 5,0 lts. dohc coupe 2p. t/a motor otto",JG5813E50714S00-K,2014-07-16,4.69338,2014,liviano,ice,96.899.100-0,DITE968991000,euro 5,lpo,2050.0,A,259.0,9.0,0.0,0.0,0.0,0.0,0.0127,0.0,0.0,0.0,0.0091,0.0,0.15975
hyundai,"i30 gd 1,8 lts. dohc hatchback 5p. t/a motor otto",HY5778E50614S00-3,2014-07-18,4.399,2014,liviano,ice,79.649.140-K,GILD79649140K,euro 5,lpo,1840.0,A,174.0,13.3,0.0,0.0,0.0,0.0,0.00775,0.0,0.0,0.0,0.00125,0.0,0.1321
porsche,"panamera turbo 4,8 lts. dohc sedan 4p. 4x4 t/a motor otto",PO5812E50614S00-6,2014-07-17,4.8472,2014,liviano,ice,96.899.100-0,DITE968991000,euro 5,lpo,2500.0,A,248.0,9.7,0.0,0.0,0.0,0.0,0.01985,0.0,0.0,0.0,0.01935,0.0,0.1466
peugeot,"rcz-r 1,6 lts. thp 270hp dohc coupe 2p. t/m motor otto",PG5729E60514S00-3,2014-07-23,4.241888,2014,liviano,ice,,,euro 6,lpo,1780.0,M,150.0,15.9,0.0,0.0,0.0,0.0,0.02875,0.0,0.0,0.0,0.01225,0.0,0.2631
porsche,"911 gt3 3,8 lts. dohc coupe 2p. t/a motor otto",PO5635E50614S00-4,2014-07-22,5.034393,2014,liviano,ice,96.899.100-0,DITE968991000,euro 5,lpo,1720.0,A,301.0,8.1,0.0,0.0,0.0,0.0,0.01975,0.0,0.0,0.0,0.0139,0.0,0.19665
suzuki,"sx4 1,6 lts. dohc sedan 4p. t/m motor otto",SZ5795E50614S00-9,2014-07-22,4.45,2014,liviano,ice,,,euro 5,lpo,1650.0,M,160.0,14.9,0.0,0.0,0.0,0.0,0.02779,0.0,0.0,0.0,0.00208,0.0,0.320925
hyundai,"grand i10 ba 1,2 lts. dohc sedan 4p. t/m motor otto",HY5799E50614S00-8,2014-07-23,4.0255,2014,liviano,ice,79.649.140-K,GILD79649140K,euro 5,lpo,1430.0,M,137.0,17.0,0.0,0.0,0.0,0.0,0.02115,0.0,0.0,0.0,0.00765,0.0,0.24775
hyundai,"grand i10 ba pe 1,2 lts. sedan 4p. t/m otto",HY5799E50617S01-4,2017-06-06,4.0255,2017,liviano,ice,79.649.140-K,GILD79649140K,euro 5,lpo,1430.0,M,141.0,16.8,0.0,0.0,0.0,0.0,0.035395,0.0,0.0,0.0,0.0112,0.0,0.3276
infiniti,"qx50 3,7 lts. dohc station wagon 5p. 4x4 t/a motor otto",NF5801E50614S00-5,2014-07-23,5.04,2014,liviano,ice,,,euro 5,lpo,2350.0,A,261.0,8.8,0.0,0.0,0.0,0.0,0.01395,0.0,0.0,0.0,0.00995,0.0,0.06805
volkswagen,"tiguan tsi 4motion 2,0 lts. dohc station wagon 5p. t/m 4x4 motor cczb otto",VW5775E50614S00-8,2014-07-23,4.822608,2014,liviano,ice,76.245.828-4,PORS762458284,euro 5,lpo,2210.0,M,204.0,11.5,0.0,0.0,0.0,0.0,0.02765,0.0,0.0,0.0,0.01915,0.0,0.13305
infiniti,"qx70 3,7 lts. dohc station wagon 5p. 4x4 t/a motor otto",NF5805E50614S00-7,2014-07-23,4.99105,2014,liviano,ice,,,euro 5,lpo,2520.0,A,281.0,8.3,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0126,0.0,0.0711
renault,zoe ze hatchback 5p. t/a motor electrico,RN5811000614S00-6,2014-07-24,4.29608,2014,liviano,bev,,,,lpe,1943.0,A,0.0,58.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
volkswagen,"scirocco 2,0 lts. dohc hatchback 3p. t/a motor cczb otto",VW5798E50614S00-3,2014-07-25,4.6404,2014,liviano,ice,76.245.828-4,PORS762458284,euro 5,lpo,1760.0,A,204.0,13.0,0.0,0.0,0.0,0.0,0.0246,0.0,0.0,0.0,0.0126,0.0,0.10835
volkswagen,"scirocco 2,0 lts. dohc hatchback 3p. t/m motor cczb otto",VW5808E50614S00-6,2014-07-25,4.663602,2014,liviano,ice,76.245.828-4,PORS762458284,euro 5,lpo,1740.0,M,178.0,13.2,0.0,0.0,0.0,0.0,0.02565,0.0,0.0,0.0,0.01115,0.0,0.16045
honda,"city lx 1,5 lts. sohc sedan 4p. t/a (cvt) motor otto",HN5834E50714S00-4,2014-07-25,4.407,2014,liviano,ice,96.870.620-9,HOND968706209,euro 5,lpo,1510.0,A,138.0,17.3,0.0,0.0,0.0,0.0,0.018525,0.0,0.0,0.0,0.00208,0.0,0.086925
honda,"city ex 1,5 lts. sohc sedan 4p. t/a (cvt) motor otto",HN5834E50714S01-8,2015-02-04,4.407,2015,liviano,ice,96.870.620-9,HOND968706209,euro 5,lpo,1490.0,A,138.0,17.3,0.0,0.0,0.0,0.0,0.018525,0.0,0.0,0.0,0.00208,0.0,0.086925
nissan,"juke upper turbo 1,6 lts. dohc hatchback 5p. t/m motor otto",NS5797E50614S00-7,2014-07-25,4.92085,2014,liviano,ice,,,euro 5,lpo,1740.0,M,168.0,13.9,0.0,0.0,0.0,0.0,0.00895,0.0,0.0,0.0,0.0013,0.0,0.0726
maxus,"v80 cargo l 2,5 lts. dohc furgon 5p. t/m motor diesel",MX5776E5061400-8,2014-08-06,6.9685,2014,mediano,ice,76.005.909-9,ANDE760059099,euro 5,mc3d,3500.0,M,267.0,8.61,0.0,0.0008,0.0,0.0,0.0,0.2068,0.0,0.0,0.0743,0.0,0.22625
maxus,"v80 2,5 lts. dohc minibus 15+1 6p. t/m motor diesel",MX5776E5061401-0,2014-08-06,6.9685,2014,mediano,ice,76.005.909-9,ANDE760059099,euro 5,mc3d,3500.0,M,267.0,8.61,0.0,0.0008,0.0,0.0,0.0,0.2068,0.0,0.0,0.0743,0.0,0.22625
maxus,"v80 2,5 lts. dohc minibus 12+1 6p. t/m motor diesel",MX5776E5061402-3,2014-08-06,5.2545,2014,mediano,ice,76.005.909-9,ANDE760059099,euro 5,mc3d,3500.0,M,267.0,8.61,0.0,0.0008,0.0,0.0,0.0,0.2068,0.0,0.0,0.0743,0.0,0.22625
maxus,"v80 2,5 lts. dohc minibus 8+1 6p. t/m motor diesel",MX5776E5061403-6,2014-08-06,5.4715,2014,mediano,ice,76.005.909-9,ANDE760059099,euro 5,mc3d,3500.0,M,267.0,8.61,0.0,0.0008,0.0,0.0,0.0,0.2068,0.0,0.0,0.0743,0.0,0.22625
maxus,"v80 2,5 lts. dohc (5 asientos) 6p. t/m motor diesel",MX5776E5061404-9,2014-08-06,6.1938,2014,mediano,ice,76.005.909-9,ANDE760059099,euro 5,mc3d,3500.0,M,267.0,8.61,0.0,0.0008,0.0,0.0,0.0,0.2068,0.0,0.0,0.0743,0.0,0.22625
maxus,"v80 2,5 lts. dohc (6 asientos) 6p. t/m motor diesel",MX5776E5061405-1,2014-08-06,6.1938,2014,mediano,ice,76.005.909-9,ANDE760059099,euro 5,mc3d,3500.0,M,267.0,8.61,0.0,0.0008,0.0,0.0,0.0,0.2068,0.0,0.0,0.0743,0.0,0.22625
maxus,"v80 2,5 lts. dohc (7 asientos) 6p. t/m motor diesel",MX5776E5061406-4,2014-08-06,6.1938,2014,mediano,ice,76.005.909-9,ANDE760059099,euro 5,mc3d,3500.0,M,267.0,8.61,0.0,0.0008,0.0,0.0,0.0,0.2068,0.0,0.0,0.0743,0.0,0.22625
maxus,"v80 escolar 2,5 lts. dohc minibus 6p. (29 asientos) t/m motor diesel",MX5776E5061407-7,2015-02-12,7.6923,2015,mediano,ice,76.005.909-9,ANDE760059099,euro 5,mc3d,3500.0,M,267.0,8.61,0.0,0.0008,0.0,0.0,0.0,0.2068,0.0,0.0,0.0743,0.0,0.22625
maxus,"v80 2,5 lts. chasis cabina 2p. t/m diesel",MX5776E5061408-K,2015-09-24,7.7385,2015,mediano,ice,76.005.909-9,ANDE760059099,euro 5,mc3d,3500.0,M,267.0,8.61,0.0,0.0008,0.0,0.0,0.0,0.2068,0.0,0.0,0.0743,0.0,0.22625
maxus,"v80 2,5 lts. pick up 2p. t/m diesel",MX5776E5061409-2,2015-09-24,7.7385,2015,mediano,ice,76.005.909-9,ANDE760059099,euro 5,mc3d,3500.0,M,267.0,8.61,0.0,0.0008,0.0,0.0,0.0,0.2068,0.0,0.0,0.0743,0.0,0.22625
maxus,"v80 escolar 2,5 lts. minibus 5p. (29 asientos) t/m diesel",MX5776E50117M10-0,2017-01-27,6.1938,2017,mediano,ice,76.005.909-9,ANDE760059099,euro 5,mc3d,3500.0,M,267.0,8.61,0.0,0.0008,0.0,0.0,0.0,0.2068,0.0,0.0,0.0743,0.0,0.22625
m. benz,"b 180 d 1,5 lts. dohc hatchback 5p. t/a motor diesel",MB5790E50614S00-5,2014-07-29,5.392602,2014,liviano,ice,96.572.360-9,KAUF965723609,euro 5,lpd,2000.0,A,133.0,17.23,0.0,0.0007,0.0,0.0,0.0,0.1581,0.0,0.0,0.05805,0.0,0.0736
jaguar,"f-type s/c 3,0 lts. dohc coupe 3p. t/a motor otto",JG5814E50714S00-5,2014-07-30,5.238756,2014,liviano,ice,96.899.100-0,DITE968991000,euro 5,lpo,2000.0,A,205.0,11.4,0.0,0.0,0.0,0.0,0.0082,0.0,0.0,0.0,0.00625,0.0,0.0948
jaguar,"f-type s/cs 3,0 lts. dohc coupe 3p. t/a motor otto",JG5814E50714S01-9,2014-07-30,5.238756,2014,liviano,ice,96.899.100-0,DITE968991000,euro 5,lpo,2000.0,A,213.0,11.0,0.0,0.0,0.0,0.0,0.0082,0.0,0.0,0.0,0.00625,0.0,0.0948
volkswagen,"caddy combi 2,0 lts. tdi dohc sation wagon 6p. t/m motor cfhc diesel",VW5760E50514S00-7,2014-07-31,6.005988,2014,liviano,ice,76.245.828-4,PORS762458284,euro 5,lpd,2365.0,M,162.0,14.09,0.0,0.00045,0.0,0.0,0.0,0.1545,0.0,0.0,0.0617,0.0,0.153
volkswagen,"caddy 2,0 lts. tdi dohc furgon 5p. t/m motor cfhc diesel",VW5760E50514S01-0,2014-07-31,4.788266,2014,liviano,ice,76.245.828-4,PORS762458284,euro 5,lpd,2365.0,M,162.0,14.09,0.0,0.00045,0.0,0.0,0.0,0.1545,0.0,0.0,0.0617,0.0,0.153
nissan,"juke 1,6 lts. dohc hatchback 5p. t/a cvt motor otto",NS5804E50614S00-3,2014-07-31,5.18397,2014,liviano,ice,,,euro 5,lpo,1675.0,A,139.0,17.1,0.0,0.0,0.0,0.0,0.03666,0.0,0.0,0.0,0.01084,0.0,0.176325
bmw,"x3 xdrive20d 2,0 lts. dohc station wagon 5p. 4x4 t/a motor diesel",BM5774E50614S00-9,2014-08-01,5.75769,2014,liviano,ice,96.695.420-5,WILL966954205,euro 5,lpd,2350.0,A,131.0,17.4,0.0,9.5e-05,0.0,0.0,0.0,0.1676,0.0,0.0,0.07855,0.0,0.08885
bmw,"x3 sdrive18d 2,0 lts. dohc station wagon 5p. 4x2 t/a motor diesel",BM5774E50614S01-2,2014-08-01,5.04114,2014,liviano,ice,96.695.420-5,WILL966954205,euro 5,lpd,2350.0,A,126.0,18.1,0.0,9.5e-05,0.0,0.0,0.0,0.1676,0.0,0.0,0.07855,0.0,0.08885
bmw,"x4 xdrive20d 2,0 lts. dohc station wagon 5p. 4x4 t/a motor diesel",BM5774E50614S02-6,2014-08-01,5.04114,2014,liviano,ice,96.695.420-5,WILL966954205,euro 5,lpd,2350.0,A,131.0,17.4,0.0,9.5e-05,0.0,0.0,0.0,0.1676,0.0,0.0,0.07855,0.0,0.08885
nissan,"juke upper awd turbo 1,6 lts. dohc hatchback 5p. t/a cvt 4x4 motor otto",NS5796E50614S00-1,2014-08-01,4.46545,2014,liviano,ice,,,euro 5,lpo,1865.0,A,165.0,13.9,0.0,0.0,0.0,0.0,0.01175,0.0,0.0,0.0,0.0016,0.0,0.0867
subaru,"wrx sti 2,5 lts. turbo dohc sedan 4p. t/m 4x4 motor otto",SB5731E50514S00-5,2014-08-06,4.98465,2014,liviano,ice,96.856.360-2,INCH968563602,euro 5,lpo,2000.0,M,242.0,9.6,0.0,0.0,0.0,0.0,0.01345,0.0,0.0,0.0,0.01285,0.0,0.1487
opel,"astra nb 1,4 lts. turbo dohc sedan 4p. t/a motor otto",OP5787E50614S00-2,2014-08-06,5.050485,2014,liviano,ice,,,euro 5,lpo,1965.0,A,153.0,15.2,0.0,0.0,0.0,0.0,0.03085,0.0,0.0,0.0,0.0067,0.0,0.4016
opel,"astra nb5 1,4 lts. turbo dohc hatchback 5p. t/a motor otto",OP5787E50614S01-6,2014-08-06,5.050485,2014,liviano,ice,93.515.000-0,GEMO935150000,euro 5,lpo,1965.0,A,153.0,15.2,0.0,0.0,0.0,0.0,0.03085,0.0,0.0,0.0,0.0067,0.0,0.4016
ford,"ecosport 2,0 lts. dohc station wagon 5p. t/a motor otto",FR5817E50614S00-4,2014-08-08,5.6833,2014,liviano,ice,78.703.910-3,FORD787039103,euro 5,lpo,1691.0,A,176.0,13.6,0.0,0.0,0.0,0.0,0.031525,0.0,0.0,0.0,0.01248,0.0,0.2052
renault,"duster 2,0 lts. dohc station wagon 5p. t/m 4x2 motor otto",RN5696E50414S00-9,2014-08-06,4.798035,2014,liviano,ice,,,euro 5,lpo,1803.0,M,209.0,11.4,0.0,0.0,0.0,0.0,0.03861,0.0,0.0,0.0,0.01488,0.0,0.342075
peugeot,"308 2,0 lts. bleu-hdi dohc 150 hp hatchback 5p. t/a motor diesel",PG5739E60514S00-8,2014-08-07,4.75268,2014,liviano,ice,,,euro 6,lpd,1900.0,A,107.0,21.23,0.0,0.0001,0.0,0.0,0.0,0.0724,0.0,0.0,0.02395,0.0,0.18265
renault,"dokker 1,5 lts. sohc furgon 5p. t/m motor diesel",RN5845E50714S00-5,2014-08-11,5.09734,2014,liviano,ice,,,euro 5,cc2d,1960.0,M,128.0,18.01,0.0,0.00105,0.0,0.0,0.0,0.1874,0.0,0.0,0.07735,0.0,0.17065
renault,kangoo ze station wagon chasis largo 5p. t/a motor electrico,RN5825000714S00-1,2014-08-11,5.69985,2014,liviano,bev,,,,lpe,2260.0,A,0.0,55.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
renault,kangoo ze furgon chasis largo 5p. t/a motor electrico,RN5825000714S01-5,2014-08-11,5.635149,2014,liviano,bev,,,,lpe,2260.0,A,0.0,55.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
renault,kangoo ze station wagon 5p. t/a motor electrico,RN5825000714S02-9,2014-08-11,4.9383,2014,liviano,bev,,,,lpe,2175.0,A,0.0,55.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
renault,kangoo ze furgon 5p. t/a motor electrico,RN5825000714S03-2,2014-08-11,4.9383,2014,liviano,bev,,,,lpe,2175.0,A,0.0,55.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dflm,"x3 1,6 lts. dohc station wagon 5p. t/m motor otto",DF5815E50714S00-K,2014-08-12,4.92001,2014,liviano,ice,,,euro 5,lpo,1770.0,M,160.0,14.9,0.0,0.0,0.0,0.0,0.02964,0.0,0.0,0.0,0.00944,0.0,0.08869
citroen,"jumpy 2,0 lts. hdi dohc minibus 5p. 9 pasajeros t/m motor diesel",CT5792E5061400-4,2014-08-13,5.710138,2014,mediano,ice,93.435.000-6,CITR934350006,euro 5,mc3d,2780.0,M,175.0,13.14,0.0,0.0007,0.0,0.0,0.0,0.265,0.0,0.0,0.1062,0.0,0.20205
citroen,"jumpy 2,0 lts. hdi dohc minibus 6p. 9 pasajeros t/m motor diesel",CT5792E5061401-7,2014-08-13,5.710138,2014,mediano,ice,93.435.000-6,CITR934350006,euro 5,mc3d,2780.0,M,175.0,13.14,0.0,0.0007,0.0,0.0,0.0,0.265,0.0,0.0,0.1062,0.0,0.20205
ford,"ecosport 1,6 lts. dohc station wagon (tipo suv) 5p. t/m motor otto",FR5833E50714S00-0,2014-08-13,5.88938,2014,liviano,ice,78.703.910-3,FORD787039103,euro 5,lpo,1700.0,M,175.0,13.6,0.0,0.0,0.0,0.0,0.0225,0.0,0.0,0.0,0.0177,0.0,0.34975
dfsk,"v22 truck 1,3 lts. sohc pick up doble cabina 4p. t/m motor otto",DS5491E50114S00-7,2014-08-14,5.1747,2014,liviano,ice,96.856.360-2,INCH968563602,euro 5,cc1o,2075.0,M,193.0,12.3,0.0,0.0,0.0,0.0,0.023315,0.0,0.0,0.0,0.00188,0.0,0.22935
dfsk,"v21 truck sc 1,3 lts. sohc pick up cabina simple 2p. t/m motor otto",DS5491E50114S01-0,2014-08-14,5.57796,2014,liviano,ice,96.856.360-2,INCH968563602,euro 5,cc1o,2075.0,M,193.0,12.3,0.0,0.0,0.0,0.0,0.023315,0.0,0.0,0.0,0.00188,0.0,0.22935
dfsk,"v21 refritruck 1,3 lts. sohc pick up cabina simple 2p. t/m motor otto",DS5491E50114S02-4,2014-08-14,5.57796,2014,liviano,ice,96.856.360-2,INCH968563602,euro 5,cc1o,2075.0,M,193.0,12.3,0.0,0.0,0.0,0.0,0.023315,0.0,0.0,0.0,0.00188,0.0,0.22935
dfsk,"v22 cargo box 1,3 lts. sohc pick up cabina doble 4p. t/m motor otto",DS5491E50114S03-8,2014-08-14,5.217,2014,liviano,ice,96.856.360-2,INCH968563602,euro 5,cc1o,2075.0,M,193.0,12.3,0.0,0.0,0.0,0.0,0.023315,0.0,0.0,0.0,0.00188,0.0,0.22935
dfsk,"v21 cargo box cs 1,3 lts. sohc pick up cabina simple 2p. t/m motor otto",DS5491E50114S04-1,2014-08-14,4.6107,2014,liviano,ice,96.856.360-2,INCH968563602,euro 5,cc1o,2075.0,M,193.0,12.3,0.0,0.0,0.0,0.0,0.023315,0.0,0.0,0.0,0.00188,0.0,0.22935
dfsk,"v25 cargo van 1,3 lts. sohc furgon 4p. t/m motor otto",DS5491E50114S05-5,2014-08-14,4.112025,2014,liviano,ice,96.856.360-2,INCH968563602,euro 5,cc1o,2075.0,M,193.0,12.3,0.0,0.0,0.0,0.0,0.023315,0.0,0.0,0.0,0.00188,0.0,0.22935
skoda,"rapid spaceback 1,6 lts. tdi dohc hatchback 5p. t/a motor cayb diesel",SK5841E50714S00-3,2014-08-14,4.25427,2014,liviano,ice,76.245.828-4,PORS762458284,euro 5,lpd,1740.0,A,122.0,18.53,0.0,0.000145,0.0,0.0,0.0,0.1557,0.0,0.0,0.05735,0.0,0.18825
skoda,"rapid 1,6 lts. tdi dohc sedan 4p. t/a motor cayb diesel",SK5841E50714S01-7,2014-08-14,4.25427,2014,liviano,ice,76.245.828-4,PORS762458284,euro 5,lpd,1740.0,A,122.0,18.53,0.0,0.000145,0.0,0.0,0.0,0.1557,0.0,0.0,0.05735,0.0,0.18825
skoda,"fabia 1,2 lts. tfs sohc hatchback 5p. t/m motor cbza otto",SK5859E50714S00-1,2014-08-14,4.007385,2014,liviano,ice,76.245.828-4,PORS762458284,euro 5,lpo,1571.0,M,126.0,18.5,0.0,0.0,0.0,0.0,0.01295,0.0,0.0,0.0,0.0082,0.0,0.1453
skoda,"fabia 1,2 lts. tdi dohc hatchback 5p. t/m motor cfwa diesel",SK5843E50714S00-4,2014-08-14,4.007385,2014,liviano,ice,76.245.828-4,PORS762458284,euro 5,lpd,1678.0,M,107.0,21.23,0.0,5e-05,0.0,0.0,0.0,0.1725,0.0,0.0,0.06415,0.0,0.12195
m. benz,"s65 amg 4matic l 6,0 lts. dohc sedan 4p. t/a motor otto",MB5819E5071400-6,2014-08-14,5.39949,2014,mediano,ice,96.572.360-9,KAUF965723609,euro 5,mc3o,2750.0,A,279.0,8.4,0.0,0.0,0.0,0.0,0.0284,0.0,0.0,0.0,0.01465,0.0,0.1398
m. benz,"s65 amg 4matic l 6,0 lts. dohc coupe 2p. t/a motor otto",MB5819E5071401-9,2014-08-14,5.02417,2014,mediano,ice,96.572.360-9,KAUF965723609,euro 5,mc3o,2750.0,A,279.0,8.4,0.0,0.0,0.0,0.0,0.0284,0.0,0.0,0.0,0.01465,0.0,0.1398
baic,"plus 1,2 lts. dohc furgon 5p. t/m motor otto",BC5822E50714S00-6,2014-08-14,4.4172,2014,liviano,ice,79.649.140-K,GILD79649140K,euro 5,cc1o,1850.0,M,151.0,15.7,0.0,0.0,0.0,0.0,0.03052,0.0,0.0,0.0,0.00668,0.0,0.272175
baic,"grand plus 1,2 lts. furgon 5p. t/m otto",BC5822E51017S01-7,2017-10-13,4.77712,2017,liviano,ice,79.649.140-K,GILD79649140K,euro 5,cc1o,1950.0,M,175.0,13.6,0.0,0.0,0.0,0.0,0.023985,0.0,0.0,0.0,0.00968,0.0,0.2283
m. benz,"c 200 2,0 lts. dohc sedan 4p. t/a motor otto",MB5848E50714S00-9,2014-08-14,4.25432,2014,liviano,ice,96.572.360-9,KAUF965723609,euro 5,lpo,2030.0,A,136.0,16.9,0.0,0.0,0.0,0.0,0.0166,0.0,0.0,0.0,0.0082,0.0,0.0955
m. benz,"c 200 estate 2,0 lts. dohc station wagon 5p. t/a motor otto",MB5848E50714S01-2,2014-08-14,5.4812,2014,liviano,ice,96.572.360-9,KAUF965723609,euro 5,lpo,2030.0,A,138.0,16.7,0.0,0.0,0.0,0.0,0.0166,0.0,0.0,0.0,0.0082,0.0,0.0955
m. benz,"c 250 2,0 lts. dohc sedan 4p. t/a motor otto",MB5847E50714S00-3,2014-08-14,5.43292,2014,liviano,ice,96.572.360-9,KAUF965723609,euro 5,lpo,2045.0,A,136.0,16.9,0.0,0.0,0.0,0.0,0.0166,0.0,0.0,0.0,0.0082,0.0,0.0955
m. benz,"c 250 estate 2,0 lts. dohc station wagon 5p. t/a motor otto",MB5847E50714S01-7,2014-08-14,4.64624,2014,liviano,ice,96.572.360-9,KAUF965723609,euro 5,lpo,2045.0,A,138.0,16.7,0.0,0.0,0.0,0.0,0.0166,0.0,0.0,0.0,0.0082,0.0,0.0955
volkswagen,"touareg 4,2 lts. tdi dohc station wagon 5p. 4x4 t/a motor ckda diesel",VW5857E5071400-8,2014-08-14,5.23633,2014,mediano,ice,76.245.828-4,PORS762458284,euro 5,mc3d,2920.0,A,239.0,9.57,0.0,0.000345,0.0,0.0,0.0,0.1953,0.0,0.0,0.0857,0.0,0.10385
nissan,"new qashqai 2,0 lts. dohc station wagon 5p. t/a cvt awd motor otto",NS5853E50714S00-K,2014-08-18,4.78926,2014,liviano,ice,,,euro 5,lpo,2005.0,A,169.0,13.7,0.0,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.0059,0.0,0.06675
nissan,"new qashqai 2,0 lts. dohc station wagon 5p. t/a cvt 2wd motor otto",NS5853E50714S01-3,2014-08-18,4.78926,2014,liviano,ice,,,euro 5,lpo,2005.0,A,169.0,13.7,0.0,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.0059,0.0,0.06675
baic,"up 1,3 lts. dohc sedan 4p. t/m motor otto",BC5824E50714S00-7,2014-08-18,4.525,2014,liviano,ice,79.649.140-K,GILD79649140K,euro 5,lpo,1505.0,M,153.0,15.5,0.0,0.0,0.0,0.0,0.031395,0.0,0.0,0.0,0.0056,0.0,0.310465
baic,"up 1,3 lts. dohc hatchback 5p. t/m motor otto",BC5824E50714S01-0,2014-08-18,4.85,2014,liviano,ice,79.649.140-K,GILD79649140K,euro 5,lpo,1505.0,M,153.0,15.5,0.0,0.0,0.0,0.0,0.031395,0.0,0.0,0.0,0.0056,0.0,0.310465
volkswagen,"touareg 3,0 lts. tdi dohc station wagon 5p. 4x4 t/a motor crca diesel",VW5858E5071400-3,2014-08-18,5.224758,2014,mediano,ice,76.245.828-4,PORS762458284,euro 5,mc3d,2890.0,A,195.0,11.92,0.0,0.00033,0.0,0.0,0.0,0.164,0.0,0.0,0.07275,0.0,0.15195
chery,"arrizo 7 1,6 lts. dohc sedan 4p. t/a cvt motor otto",CY5753E50514S00-7,2014-08-18,4.8762,2014,liviano,ice,,,euro 5,lpo,1770.0,A,188.0,12.7,0.0,0.0,0.0,0.0,0.029545,0.0,0.0,0.0,0.00468,0.0,0.25129
porsche,"911 targa 4s 3,8 lts. dohc cabriolet 2p. t/a motor otto",PO5849E50714S00-7,2014-08-19,4.214,2014,liviano,ice,96.899.100-0,DITE968991000,euro 5,lpo,1980.0,A,214.0,10.9,0.0,0.0,0.0,0.0,0.02125,0.0,0.0,0.0,0.01035,0.0,0.05745
toyota,"4runner 4,0 lts. dohc station wagon 5p. t/a 4x4 motor otto",TY5862E5071400-5,2014-08-19,5.37075,2014,mediano,ice,86.740.500-3,TOYO867405003,euro 5,mc3o,2855.0,A,274.0,8.7,0.0,0.0,0.0,0.0,0.023075,0.0,0.0,0.0,0.00856,0.0,0.15405
toyota,"4runner 4,0 lts. dohc station wagon 5p. t/a 4x2 motor otto",TY5862E5071401-8,2014-08-19,5.37075,2014,mediano,ice,86.740.500-3,TOYO867405003,euro 5,mc3o,2765.0,A,274.0,8.7,0.0,0.0,0.0,0.0,0.023075,0.0,0.0,0.0,0.00856,0.0,0.15405
changan,"cs35 1,6 lts. dohc station wagon 5p. t/a motor otto",CN5551E50214S00-K,2014-08-20,4.672,2014,liviano,ice,,,euro 5,lpo,1665.0,A,185.0,12.9,0.0,0.0,0.0,0.0,0.02275,0.0,0.0,0.0,0.0116,0.0,0.226165
ford,"fiesta 1,6 lts. dohc sedan 4p. t/m motor otto",FR5846T250714S00-1,2014-08-21,4.918264,2014,liviano,ice,78.703.910-3,FORD787039103,tier 2 b5,lpo,1642.0,M,153.0,15.5,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.006,0.0165,0.32
ford,"fiesta 1,6 lts. dohc hatchback 5p. t/m motor otto",FR5846T250714S01-6,2014-08-21,4.918264,2014,liviano,ice,78.703.910-3,FORD787039103,tier 2 b5,lpo,1642.0,M,153.0,15.5,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.006,0.0165,0.32
ford,"fiesta titanium1,6 lts. dohc hatchback 5p. t/m motor otto",FR5846T250714S02-0,2014-08-21,4.918264,2014,liviano,ice,78.703.910-3,FORD787039103,tier 2 b5,lpo,1642.0,M,153.0,15.5,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.006,0.0165,0.32
baic,"up 1,5 lts. dohc hatchback 5p. t/m motor otto",BC5823E50714S00-1,2014-08-22,4.525,2014,liviano,ice,79.649.140-K,GILD79649140K,euro 5,lpo,1505.0,M,159.0,15.0,0.0,0.0,0.0,0.0,0.026715,0.0,0.0,0.0,0.01344,0.0,0.28399
baic,"up 1,5 lts. dohc sedan 4p. t/m motor otto",BC5823E50714S01-5,2014-08-22,4.94,2014,liviano,ice,79.649.140-K,GILD79649140K,euro 5,lpo,1505.0,M,159.0,15.0,0.0,0.0,0.0,0.0,0.026715,0.0,0.0,0.0,0.01344,0.0,0.28399
kia,"sportage 2,0 lts. dohc station wagon 5p. t/m 4x4 motor otto",KI5561E50214S00-5,2014-08-25,5.21664,2014,liviano,ice,,,euro 5,lpo,2030.0,M,199.0,11.6,0.0,0.0,0.0,0.0,0.00995,0.0,0.0,0.0,0.00395,0.0,0.22485
